id	date	kms	alti	lat_deg	lat_min	long_deg	long_min	Poids (g)	taille	id_couleur	couleur	id_matiere	matiere	id_origine	origine	id_pays	pays	post	objet	gps	lieu	contexte	depart	arrivee	annee	mois	jour	kms_cumule	kms_depart_vol_oiseau	kms_depart_corde	kms_etape_segments	kms_etape_cumule	lat_dec	long_dec	lat_rad	long_rad	long_x	lat_y
296	41477	0	2229	19	26,323	-99	-8,479	10,91	15	17	Brun	2	Métallique	2	Artificiel	6	Mexique	1	Dé de métal	N 19°26,323' W 99°08,479'	Recycleria	Rapatriement des tambos	Mexico-D.F	Mexico-D.F	2013	7	22	5250	8779,988578	8101,878968	1,552070257	NaN	19,43871667	-99,14131667	0,339269322	-1,730340939	0	0
297	41478	0	2227	19	26,266	-99	-7,508	2,31	22	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Connectique à vis	N 19°26,266' W 99°07,508'	Central Del Pueblo	Nettoyage des tambos	Mexico-D.F	Mexico-D.F	2013	7	23	5250	8778,913144	8101,048738	1,700697998	NaN	19,43776667	-99,12513333	0,339252741	-1,730058487	0	0
298	41479	0	2228	19	25,52	-99	-8,273	0,55	20	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Objet de métal non identifié	N 19°25,520' W 99°08,273'	Calle República de Uruguay	Courses	Mexico-D.F	Mexico-D.F	2013	7	24	5250	8780,836473	8102,533499	1,923791302	NaN	19,42533333	-99,13788333	0,339035739	-1,730281016	0	0
299	41480	0	2227	19	26,266	-99	-7,508	1,6	57	15	Noir	2	Métallique	2	Artificiel	6	Mexique	1	Mèche	N 19°26,266' W 99°07,508'	Central Del Pueblo	Premier montage de la structure	Mexico-D.F	Mexico-D.F	2013	7	25	5250	8778,913144	8101,048738	1,923791302	NaN	19,43776667	-99,12513333	0,339252741	-1,730058487	0	0
300	41481	0	2227	19	26,279	-99	-7,498	0,63	65	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Feu de Bengal	N 19°26,279' W 99°07,498'	Central Del Pueblo	Vernissage #1	Mexico-D.F	Mexico-D.F	2013	7	26	5250	8778,883583	8101,025917	0,029771798	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
301	41482	0	2230	19	26,196	-99	-8,014	0,25	37	11	Rouge Violet	4	Textile	2	Artificiel	6	Mexique	1	Dentelle rose	N 19°26,196' W 99°08,014'	Calle República de Brasil	Samedi repos	Mexico-D.F	Mexico-D.F	2013	7	27	5250	8779,60922	8101,586112	0,915057177	NaN	19,4366	-99,13356667	0,339232379	-1,730205676	0	0
302	41483	0	2233	19	27,606	-99	-8,142	1,74	40	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Pastel gras	N 19°27,606' W 99°08,142'	Plaza de las Tres Culturas	Fest deiz indien	Mexico-D.F	Mexico-D.F	2013	7	28	5250	8777,842958	8100,222502	2,623375648	NaN	19,4601	-99,1357	0,339642531	-1,73024291	0	0
303	41484	0	2227	19	26,279	-99	-7,498	2,3	28	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Objet de métal non identifié	N 19°26,279' W 99°07,498'	Central Del Pueblo	Patching	Mexico-D.F	Mexico-D.F	2013	7	29	5250	8778,883583	8101,025917	2,705288827	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
304	41485	0	2227	19	25,532	-99	-8,423	1,92	13	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Réflecteur de laser	N 19°25,532' W 99°08,423'	Calle 5 de Febrero	Rencontres punk	Mexico-D.F	Mexico-D.F	2013	7	30	5250	8780,998264	8102,658388	2,128960981	NaN	19,42553333	-99,14038333	0,339039229	-1,730324649	0	0
305	41486	0	2241	19	21,485	-99	-8,52	1,95	30	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Chaussure Barbie	N 19°21,485' W 99°08,520'	Calle Canarias	Retour à la maison	Mexico-D.F	Mexico-D.F	2013	7	31	5250	8786,620013	8106,99713	7,504127606	NaN	19,35808333	-99,142	0,337862006	-1,730352865	0	0
306	41487	0	2241	19	21,485	-99	-8,52	1,85	38	16	Transparent	0	Mixte	2	Artificiel	6	Mexique	1	Quartz	N 19°21,485' W 99°08,520'	Calle Canarias	Journée studieuse	Mexico-D.F	Mexico-D.F	2013	8	1	5250	8786,620013	8106,99713	0	NaN	19,35808333	-99,142	0,337862006	-1,730352865	0	0
307	41488	0	2229	19	26,734	-99	-8,883	0,16	22	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Épingle à nourrisse	N 19°26,734' W 99°08,883'	Calle de Tacuba	Sortie gothique	Mexico-D.F	Mexico-D.F	2013	8	2	5250	8779,909093	8101,817608	9,751121538	NaN	19,44556667	-99,14805	0,339388877	-1,730458458	0	0
308	41489	0	2227	19	26,279	-99	-7,498	7,54	44	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Vis	N 19°26,279' W 99°07,498'	Central Del Pueblo	(Re)montage	Mexico-D.F	Mexico-D.F	2013	8	3	5250	8778,883583	8101,025917	2,56379483	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
309	41490	0	2227	19	26,279	-99	-7,498	2,11	27	4	Jaune	2	Métallique	2	Artificiel	6	Mexique	1	Capsule de Corona	N 19°26,279' W 99°07,498'	Central Del Pueblo	Festival!	Mexico-D.F	Mexico-D.F	2013	8	4	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
310	41491	0	2227	19	26,279	-99	-7,498	8,57	28	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	vis 	N 19°26,279' W 99°07,498'	Central Del Pueblo	Démontage final	Mexico-D.F	Mexico-D.F	2013	8	5	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
311	41492	0	2227	19	26,279	-99	-7,498	0,55	75	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Gaine thermorétractable	N 19°26,279' W 99°07,498'	Central Del Pueblo	Shampoing	Mexico-D.F	Mexico-D.F	2013	8	6	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
312	41493	0	2227	19	26,279	-99	-7,498	0,82	21	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Maillon de chaîne	N 19°26,279' W 99°07,498'	Central Del Pueblo	Démontage de nos bécanes	Mexico-D.F	Mexico-D.F	2013	8	7	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
313	41494	0	2227	19	26,279	-99	-7,498	2,22	64	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Rayon 	N 19°26,279' W 99°07,498'	Central Del Pueblo	Nettoyage en profondeur	Mexico-D.F	Mexico-D.F	2013	8	8	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
314	41495	0	2230	19	26,764	-99	-8,464	0,72	20	16	Transparent	3	Plastique	2	Artificiel	6	Mexique	1	Diamant blanc	N 19°26,764' W 99°08,464'	El Laboratoire del Arte Alameda	Concert organico-digital	Mexico-D.F	Mexico-D.F	2013	8	9	5250	8779,370785	8101,402042	1,913066189	NaN	19,44606667	-99,14106667	0,339397603	-1,730336576	0	0
315	41496	0	2227	19	26,279	-99	-7,498	0,64	82	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Papier de verre	N 19°26,279' W 99°07,498'	Central Del Pueblo	Première couche	Mexico-D.F	Mexico-D.F	2013	8	10	5250	8778,883583	8101,025917	1,913066189	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
316	41497	0	2227	19	26,279	-99	-7,498	1,75	48	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Gaine de frein	N 19°26,279' W 99°07,498'	Central Del Pueblo	Deuxième couche	Mexico-D.F	Mexico-D.F	2013	8	11	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
317	41498	0	2227	19	26,279	-99	-7,498	3,94	16	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Ressorts de sonnette	N 19°26,279' W 99°07,498'	Central Del Pueblo	Troisième couche	Mexico-D.F	Mexico-D.F	2013	8	12	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
318	41499	0	2227	19	26,279	-99	-7,498	1,88	38	15	Noir	0	Mixte	2	Artificiel	6	Mexique	1	Fourreau de câble de frein	N 19°26,279' W 99°07,498'	Central Del Pueblo	Remontage	Mexico-D.F	Mexico-D.F	2013	8	13	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
319	41500	0	2227	19	26,279	-99	-7,498	1,43	30	14	Gris	2	Métallique	0	Mixte	6	Mexique	1	Câble de frein	N 19°26,279' W 99°07,498'	Central Del Pueblo	Entretient du vélo (suite)	Mexico-D.F	Mexico-D.F	2013	8	14	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
320	41501	0	2227	19	26,279	-99	-7,498	1,48	70	4	Jaune	3	Plastique	2	Artificiel	6	Mexique	1	Ballon de baudruche	N 19°26,279' W 99°07,498'	Central Del Pueblo	Pestacle	Mexico-D.F	Mexico-D.F	2013	8	15	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
321	41502	0	2230	19	25,521	-99	-8,118	0,2	10	12	Rouge	3	Plastique	2	Artificiel	6	Mexique	1	Perle rouge	N 19°25,521' W 99°08,118'	Calle Isabel la Católica	UPS, épisode 1	Mexico-D.F	Mexico-D.F	2013	8	16	5250	8780,651057	8102,39037	1,774611232	NaN	19,42535	-99,1353	0,339036029	-1,730235928	0	0
322	41503	0	2227	19	26,279	-99	-7,498	0,78	32	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Rustine	N 19°26,279' W 99°07,498'	Central Del Pueblo	UPS, épisode 2	Mexico-D.F	Mexico-D.F	2013	8	17	5250	8778,883583	8101,025917	1,774611232	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
323	41504	0	2235	19	26,27	-99	-9,159	18,33	43	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	vis biseau	N 19°26,270' W 99°09,159'	Monumento de la revolucion	Sur la route du disque dur	Mexico-D.F	Mexico-D.F	2013	8	18	5250	8780,868088	8102,557903	2,903660349	NaN	19,43783333	-99,15265	0,339253905	-1,730538743	0	0
324	41505	0	2227	19	26,279	-99	-7,498	2,28	66	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Fragment de pneu	N 19°26,279' W 99°07,498'	Central Del Pueblo	UPS, épisode 3	Mexico-D.F	Mexico-D.F	2013	8	19	5250	8778,883583	8101,025917	2,903660349	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
325	41506	0	2227	19	26,279	-99	-7,498	1,58	32	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Fragment de canne à pêche	N 19°26,279' W 99°07,498'	Central Del Pueblo	UPS, épisode 3	Mexico-D.F	Mexico-D.F	2013	8	20	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
326	41507	0	2229	19	26,295	-99	-7,462	0,84	23	17	Brun	0	Mixte	2	Artificiel	6	Mexique	1	Gélule	N 19°26,295' W 99°07,462'	Tepito	Ballade à Tepito	Mexico-D.F	Mexico-D.F	2013	8	21	5250	8778,819068	8100,976109	0,069571209	NaN	19,43825	-99,12436667	0,339261177	-1,730045106	0	0
327	41508	0	2231	19	26,441	-99	-9,425	1,59	58	7	Bleu Vert	0	Mixte	2	Artificiel	6	Mexique	1	Crayon de couleur bleu	N 19°26,441' W 99°09,425'	Eje 1 Norte	Soirée couchsurfer	Mexico-D.F	Mexico-D.F	2013	8	22	5250	8780,951257	8102,622103	3,442165854	NaN	19,44068333	-99,15708333	0,339303646	-1,730616119	0	0
328	41509	0	2227	19	26,279	-99	-7,498	7,33	5	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Ballines	N 19°26,279' W 99°07,498'	Central Del Pueblo	Bricolage vélos	Mexico-D.F	Mexico-D.F	2013	8	23	5250	8778,883583	8101,025917	3,381940331	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
329	41510	0	2230	19	26,381	-99	-9,299	0,34	16	13	Blanc	3	Plastique	2	Artificiel	6	Mexique	1	Douille plastique	N 19°26,381' W 99°09,299'	El Chopo	Découverte du marché punk	Mexico-D.F	Mexico-D.F	2013	8	24	5250	8780,88329	8102,569638	3,154003	NaN	19,43968333	-99,15498333	0,339286193	-1,730579467	0	0
330	41511	0	2227	19	26,279	-99	-7,498	0,43	14	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Bouchon de valve	N 19°26,279' W 99°07,498'	Central Del Pueblo	Marathon Crash Race	Mexico-D.F	Mexico-D.F	2013	8	25	5250	8778,883583	8101,025917	3,154003	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
331	41512	0	2230	19	26,568	-99	-8,297	0,29	29	4	Jaune	2	Métallique	2	Artificiel	6	Mexique	1	Barrette	N 19°26,568' W 99°08,297'	Eje Central Lázaro Cárdenas	Réclamations	Mexico-D.F	Mexico-D.F	2013	8	26	5250	8779,439152	8101,454821	1,495941858	NaN	19,4428	-99,13828333	0,339340589	-1,730287997	0	0
332	41513	0	2229	19	26,106	-99	-8,983	3,95	33	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Câble électrique	N 19°26,106' W 99°08,983'	Calle Donceles	Attente	Mexico-D.F	Mexico-D.F	2013	8	27	5250	8780,882248	8102,568833	1,473623174	NaN	19,4351	-99,14971667	0,339206199	-1,730487547	0	0
333	41514	0	2229	19	25,471	-99	-8,155	1,29	11	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Perle noire	N 19°25,471' W 99°08,155'	Calle República del Salvador	Emplettes numériques	Mexico-D.F	Mexico-D.F	2013	8	28	5250	8780,763019	8102,476798	1,865730115	NaN	19,42451667	-99,13591667	0,339021485	-1,730246691	0	0
334	41515	0	2231	19	24,525	-99	-9,248	1,72	35	0	Mixte	3	Plastique	2	Artificiel	6	Mexique	1	Jambe	N 19°24,525' W 99°09,248'	Colonia Roma	Enquête (suite)	Mexico-D.F	Mexico-D.F	2013	8	29	5250	8783,348034	8104,472081	2,593650597	NaN	19,40875	-99,15413333	0,338746305	-1,730564632	0	0
335	41516	0	2231	19	24,525	-99	-9,248	0,29	12	8	Bleu	3	Plastique	2	Artificiel	6	Mexique	1	Bouton	N 19°24,525' W 99°09,248'	Colonia Roma	Enquête (suite)	Mexico-D.F	Mexico-D.F	2013	8	30	5250	8783,348034	8104,472081	0	NaN	19,40875	-99,15413333	0,338746305	-1,730564632	0	0
336	41517	0	2227	19	26,279	-99	-7,498	2,29	32	17	Brun	1	Végétale	1	Naturel	6	Mexique	1	Bois pour infusion	N 19°26,279' W 99°07,498'	Central Del Pueblo	Attente	Mexico-D.F	Mexico-D.F	2013	8	31	5250	8778,883583	8101,025917	4,464603978	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
337	41518	0	2229	19	26,385	-99	-7,318	1,83	135	7	Bleu Vert	3	Plastique	2	Artificiel	6	Mexique	1	Perles	N 19°26,385' W 99°07,318'	Tepito	Marché de Tepito	Mexico-D.F	Mexico-D.F	2013	9	1	5250	8778,525635	8100,749569	0,370974223	NaN	19,43975	-99,12196667	0,339287357	-1,730003218	0	0
338	41519	0	2231	19	24,558	-99	-9,347	1,51	35	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Fragment de pince en métal	N 19°24,558' W 99°09,347'	Colonia Roma	Dépôt	Mexico-D.F	Mexico-D.F	2013	9	2	5250	8783,42069	8104,528156	4,904424069	NaN	19,4093	-99,15578333	0,338755904	-1,73059343	0	0
339	41520	0	2230	19	26,982	-99	-8,956	0,2	10	13	Blanc	3	Plastique	2	Artificiel	6	Mexique	1	Objet non identifié	N 19°26,982' W 99°08,956'	Calle República de Brasil	Victoire	Mexico-D.F	Mexico-D.F	2013	9	3	5250	8779,658358	8101,624046	4,54523288	NaN	19,4497	-99,14926667	0,339461017	-1,730479693	0	0
340	41521	0	2235	19	22,11	-99	-8,3	0,14	55	13	Blanc	3	Plastique	2	Artificiel	6	Mexique	1	Papier de bonbon Corona	N 19°22,110' W 99°08,300'	Métro Portales	déménagement	Mexico-D.F	Mexico-D.F	2013	9	4	5250	8785,508261	8106,139229	9,104109415	NaN	19,3685	-99,13833333	0,338043811	-1,73028887	0	0
341	41522	0	2240	19	22,28	-99	-8,497	0,07	75	7	Bleu Vert	5	Cellulose	2	Artificiel	6	Mexique	1	Feuille à rouler	N 19°22,280' W 99°08,497'	Calle Canarias	Travail intense	Mexico-D.F	Mexico-D.F	2013	9	5	5250	8785,510914	8106,141277	0,46691452	NaN	19,37133333	-99,14161667	0,338093262	-1,730346175	0	0
342	41523	0	2239	19	22,303	-99	-8,49	1,11	18	15	Noir	1	Végétale	1	Naturel	6	Mexique	1	Maïs	N 19°22,303' W 99°08,490'	Calle Presidentes	Le travail continue	Mexico-D.F	Mexico-D.F	2013	9	6	5250	8785,471304	8106,11071	0,044359407	NaN	19,37171667	-99,1415	0,338099952	-1,730344139	0	0
343	41524	0	2227	19	26,279	-99	-7,498	5,66	12	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Douille de serrage	N 19°26,279' W 99°07,498'	Central Del Pueblo	Travail (suite)	Mexico-D.F	Mexico-D.F	2013	9	7	5250	8778,883583	8101,025917	7,571925391	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
344	41525	0	2227	19	26,279	-99	-7,498	0,31	19	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Entonnoir de frein	N 19°26,279' W 99°07,498'	Central Del Pueblo	Dimanche boulot	Mexico-D.F	Mexico-D.F	2013	9	8	5250	8778,883583	8101,025917	9,49621E-05	NaN	19,43798333	-99,12496667	0,339256523	-1,730055578	0	0
345	41526	0	2242	19	22,388	-99	-8,314	0,43	14	3	Jaune Orangé	3	Plastique	2	Artificiel	6	Mexique	1	Objet plastique non identifié	N 19°22,388' W 99°08,314'	Calle Calzada de Tlalpan	Mise à jour (suite)	Mexico-D.F	Mexico-D.F	2013	9	9	5250	8785,146614	8105,860146	7,35277388	NaN	19,37313333	-99,13856667	0,338124677	-1,730292943	0	0
346	41527	0	2242	19	22,123	-99	-8,494	0,24	14	16	Transparent	0	Mixte	2	Artificiel	6	Mexique	1	LED	N 19°22,123' W 99°08,494'	Calle Víctor Hugo	Mise à jour (suite)	Mexico-D.F	Mexico-D.F	2013	9	10	5250	8785,720983	8106,303384	0,583453796	NaN	19,36871667	-99,14156667	0,338047592	-1,730345302	0	0
347	41528	0	2228	19	26,259	-99	-7,565	4,84	50	3	Jaune Orangé	0	Mixte	2	Artificiel	6	Mexique	1	Valve de chambre à air	N 19°26,259' W 99°07,565'	Central Del Pueblo	Petit break	Mexico-D.F	Mexico-D.F	2013	9	11	5250	8778,990352	8101,108344	7,837370905	NaN	19,43765	-99,12608333	0,339250705	-1,730075067	0	0
348	41529	0	2235	19	22,117	-99	-8,3	0,42	33	14	Gris	0	Mixte	2	Artificiel	6	Mexique	1	Élastique DIBAR	N 19°22,117' W 99°08,300'	Métro Portales	Aller-retour	Mexico-D.F	Mexico-D.F	2013	9	12	5250	8785,498736	8106,131879	7,785123874	NaN	19,36861667	-99,13833333	0,338045847	-1,73028887	0	0
349	41530	0	2234	19	22,166	-99	-8,361	2,92	132	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Boucle d'oreille plate	N 19°22,166' W 99°08,361'	Marché Portales	Déjeuner au marché de Portales	Mexico-D.F	Mexico-D.F	2013	9	13	5250	8785,50451	8106,136335	0,140112674	NaN	19,36943333	-99,13935	0,3380601	-1,730306614	0	0
350	41531	0	2240	19	22,225	-99	-8,497	2,34	26	15	Noir	2	Métallique	2	Artificiel	6	Mexique	1	Objet métallique noir	N 19°22,225' W 99°08,497'	Calle Canarias	Journée boulot 	Mexico-D.F	Mexico-D.F	2013	9	14	5250	8785,585753	8106,199029	0,261784989	NaN	19,37041667	-99,14161667	0,338077263	-1,730346175	0	0
351	41532	0	2234	19	25,359	-99	-10,143	0,65	16	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Rondelle alu	N 19°25,359' W 99°10,143'	Avenue Reforma	Restaurant dominical	Mexico-D.F	Mexico-D.F	2013	9	15	5250	8783,275949	8104,416445	6,483549395	NaN	19,42265	-99,16905	0,338988906	-1,730824977	0	0
352	41533	0	2229	19	26,114	-99	-8,149	0,83	37	3	Jaune Orangé	1	Végétale	2	Artificiel	6	Mexique	1	Tourillon bois	N 19°26,114' W 99°08,149'	Calle Donceles	Jour ferié	Mexico-D.F	Mexico-D.F	2013	9	16	5250	8779,881082	8101,795985	3,756401289	NaN	19,43523333	-99,13581667	0,339208526	-1,730244946	0	0
353	41534	0	2230	19	25,452	-99	-8,541	2,24	140	14	Gris	5	Cellulose	2	Artificiel	6	Mexique	1	Ticket d'entrée	N 19°25,452' W 99°08,541'	Arena México	Lucha Libre	Mexico-D.F	Mexico-D.F	2013	9	17	5250	8781,247226	8102,850565	1,405574149	NaN	19,4242	-99,14235	0,339015958	-1,730358974	0	0
354	41535	0	2242	19	21,536	-99	-8,541	0,21	37	12	Rouge	3	Plastique	2	Artificiel	6	Mexique	1	Étiquette	N 19°21,536' W 99°08,541'	Colonia Portales	Journée studieuse	Mexico-D.F	Mexico-D.F	2013	9	18	5250	8786,575557	8106,962826	7,259366493	NaN	19,35893333	-99,14235	0,337876841	-1,730358974	0	0
355	41536	0	2240	19	22,217	-99	-8,496	3,54	26	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Chouette	N 19°22,217' W 99°08,496'	Calle Canarias	Depart de Damien et Marie Laure	Mexico-D.F	Mexico-D.F	2013	9	19	5250	8785,595451	8106,206513	1,264868678	NaN	19,37028333	-99,1416	0,338074936	-1,730345884	0	0
356	41537	0	2242	19	22,757	-99	-8,492	1,24	52	11	Rouge Violet	3	Plastique	2	Artificiel	6	Mexique	1	Pétard artisanal	N 19°22,757' W 99°08,492'	Eje 7 Sur	Courses	Mexico-D.F	Mexico-D.F	2013	9	20	5250	8784,855921	8105,635813	1,001060678	NaN	19,37928333	-99,14153333	0,338232015	-1,730344721	0	0
357	41538	0	2235	19	22,111	-99	-8,303	2,79	15	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Boulon conique	N 19°22,111' W 99°08,303'	Métro Portales	Départ en W.E.	Mexico-D.F	Mexico-D.F	2013	9	21	5250	8785,510463	8106,140929	1,242311482	NaN	19,36851667	-99,13838333	0,338044102	-1,730289743	0	0
358	41539	0	2228	19	25,398	-99	-8,866	1,03	125	0	Mixte	0	Mixte	2	Artificiel	6	Mexique	1	LED orange	N 19°25,398' W 99°08,866'	Calle Regina	Pizzas	Mexico-D.F	Mexico-D.F	2013	9	22	5250	8781,706611	8103,205162	6,172355526	NaN	19,4233	-99,14776667	0,33900025	-1,730453513	0	0
359	41540	0	2228	19	26,26	-99	-7,565	0,19	77	6	Vert	3	Plastique	2	Artificiel	6	Mexique	1	Gélatine	N 19°26,260' W 99°07,565'	Central Del Pueblo	Tournage	Mexico-D.F	Mexico-D.F	2013	9	23	5250	8778,988991	8101,107294	2,779626724	NaN	19,43766667	-99,12608333	0,339250996	-1,730075067	0	0
360	41541	0	2240	19	22,064	-99	-8,5	1,02	10	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Roulette de briquet	N 19°22,064' W 99°08,500'	Calle Canarias	Hots dogs veg	Mexico-D.F	Mexico-D.F	2013	9	24	5250	8785,808392	8106,370836	7,948367661	NaN	19,36773333	-99,14166667	0,33803043	-1,730347048	0	0
361	41542	0	2235	19	26,213	-99	-9,535	3,22	13	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Boulon	N 19°26,213' W 99°09,535'	Colonia San Raphael	15 années de Bicitekas	Mexico-D.F	Mexico-D.F	2013	9	25	5250	8781,392074	8102,962374	7,901329143	NaN	19,43688333	-99,15891667	0,339237324	-1,730648117	0	0
362	41543	0	2236	19	23,503	-99	-9,21	2,16	52	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Clou	N 19°23,503' W 99°09,210'	Calle Eugenia	Soirée Punk	Mexico-D.F	Mexico-D.F	2013	9	26	5250	8784,693526	8105,510487	5,055751573	NaN	19,39171667	-99,1535	0,338449018	-1,730553578	0	0
363	41544	0	2242	19	22,534	-99	-8,492	0,06	11	8	Bleu	3	Plastique	2	Artificiel	6	Mexique	1	Mousse 	N 19°22,534' W 99°08,492'	Calle Canarias	Travail	Mexico-D.F	Mexico-D.F	2013	9	27	5250	8785,159356	8105,869979	2,191607943	NaN	19,37556667	-99,14153333	0,338167147	-1,730344721	0	0
364	41545	0	2240	19	22,284	-99	-8,497	0,35	29	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Trombone	N 19°22,284' W 99°08,497'	Calle Canarias	Un jour comme les 100 derniers	Mexico-D.F	Mexico-D.F	2013	9	28	5250	8785,505471	8106,137076	0,463525196	NaN	19,3714	-99,14161667	0,338094425	-1,730346175	0	0
365	41546	0	2414	19	26,193	-99	-8,262	0,42	205	4	Jaune	5	Cellulose	2	Artificiel	6	Mexique	1	Bracelet passe	N 19°26,193' W 99°08,262'	Torre Latino America	Panorama	Mexico-D.F	Mexico-D.F	2013	9	29	5250	8779,90778	8101,816595	7,258030143	NaN	19,43655	-99,1377	0,339231506	-1,730277816	0	0
366	41547	0	2241	19	22,191	-99	-8,424	0,46	11	15	Noir	3	Plastique	2	Artificiel	6	Mexique	1	Boule de touilleur 	N 19°22,191' W 99°08,424'	Calle Presidentes	Anniversaire 01	Mexico-D.F	Mexico-D.F	2013	9	30	5250	8785,545317	8106,167825	7,424196237	NaN	19,36985	-99,1404	0,338067373	-1,73032494	0	0
367	41548	0	2241	19	22,494	-99	-8,434	0,07	35	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Épingle	N 19°22,494' W 99°08,434'	Calle Belgica	Journée boulot	Mexico-D.F	Mexico-D.F	2013	10	1	5250	8785,1449	8105,858823	0,561964741	NaN	19,3749	-99,14056667	0,338155512	-1,730327849	0	0
368	41549	0	2229	19	26,762	-99	-8,282	1,81	112	14	Gris	5	Cellulose	2	Artificiel	6	Mexique	1	Ticket d'entrée	N 19°26,762' W 99°08,282'	Palacio Bella Artes	Ballet folklorique	Mexico-D.F	Mexico-D.F	2013	10	2	5250	8779,157408	8101,237314	7,916355915	NaN	19,44603333	-99,13803333	0,339397021	-1,730283634	0	0
369	41550	0	2240	19	21,597	-99	-8,502	3,5	14	14	Gris	2	Métallique	2	Artificiel	6	Mexique	1	Pièce	N 19°21,597' W 99°08,502'	Calle Canarias	Travail	Mexico-D.F	Mexico-D.F	2013	10	3	5250	8786,44623	8106,863032	9,582450167	NaN	19,35995	-99,1417	0,337894585	-1,730347629	0	0
370	41551	0	2235	19	22,121	-99	-8,3	0,27	9	12	Rouge	3	Plastique	2	Artificiel	6	Mexique	1	Perle rouge	N 19°22,121' W 99°08,300'	Métro Portales	Travail	Mexico-D.F	Mexico-D.F	2013	10	4	5250	8785,493293	8106,127679	1,033623061	NaN	19,36868333	-99,13833333	0,33804701	-1,73028887	0	0
